Artist,Title,Label,Path,Chorus_Path
Bruno Mars,24K Magic,1,/home/yamen/Projects/Technocolabs/sample_data/popular/24K Magic - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/24K Magic - Bruno Mars.mp3.wav
Khalid,Location,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Location - Khalid.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Location - Khalid.mp3.wav
Shawn Mendes,There's Nothing Holdin' Me Back,1,/home/yamen/Projects/Technocolabs/sample_data/popular/There's Nothing Holdin' Me Back - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/There's Nothing Holdin' Me Back - Shawn Mendes.mp3.wav
Rihanna,Love On The Brain,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Love On The Brain - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Love On The Brain - Rihanna.mp3.wav
Drake,Fake Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Fake Love - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Fake Love - Drake.mp3.wav
Taylor Swift,Look What You Made Me Do,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Look What You Made Me Do - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Look What You Made Me Do - Taylor Swift.mp3.wav
Ed Sheeran,Castle On The Hill,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Castle On The Hill - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Castle On The Hill - Ed Sheeran.mp3.wav
The Chainsmokers,Paris,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Paris - The Chainsmokers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Paris - The Chainsmokers.mp3.wav
Justin Timberlake,Can't Stop The Feeling!,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Can't Stop The Feeling! - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Can't Stop The Feeling! - Justin Timberlake.mp3.wav
Shawn Mendes,Mercy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Mercy - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Mercy - Shawn Mendes.mp3.wav
twenty one pilots,Heathens,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Heathens - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Heathens - twenty one pilots.mp3.wav
Halsey,Now Or Never,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Now Or Never - Halsey.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Now Or Never - Halsey.mp3.wav
Kendrick Lamar,DNA.,1,/home/yamen/Projects/Technocolabs/sample_data/popular/DNA. - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/DNA. - Kendrick Lamar.mp3.wav
Drake,Passionfruit,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Passionfruit - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Passionfruit - Drake.mp3.wav
Travis Scott,Goosebumps,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Goosebumps - Travis Scott.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Goosebumps - Travis Scott.mp3.wav
Luke Combs,Hurricane,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hurricane - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Hurricane - Luke Combs.mp3.wav
P!nk,What About Us,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What About Us - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What About Us - P!nk.mp3.wav
Harry Styles,Sign Of The Times,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sign Of The Times - Harry Styles.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sign Of The Times - Harry Styles.mp3.wav
Adele,Water Under The Bridge,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Water Under The Bridge - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Water Under The Bridge - Adele.mp3.wav
Miley Cyrus,Malibu,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Malibu - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Malibu - Miley Cyrus.mp3.wav
Shawn Mendes,Treat You Better,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Treat You Better - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Treat You Better - Shawn Mendes.mp3.wav
XXXTENTACION,Look At Me!,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Look At Me! - XXXTENTACION.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Look At Me! - XXXTENTACION.mp3.wav
Justin Bieber,Love Yourself,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Love Yourself - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Love Yourself - Justin Bieber.mp3.wav
Justin Bieber,Sorry,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sorry - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sorry - Justin Bieber.mp3.wav
twenty one pilots,Stressed Out,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stressed Out - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Stressed Out - twenty one pilots.mp3.wav
Adele,Hello,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hello - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Hello - Adele.mp3.wav
Rihanna,Needed Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Needed Me - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Needed Me - Rihanna.mp3.wav
twenty one pilots,Ride,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Ride - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Ride - twenty one pilots.mp3.wav
Shawn Mendes,Stitches,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stitches - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Stitches - Shawn Mendes.mp3.wav
Drake,Hotline Bling,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hotline Bling - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Hotline Bling - Drake.mp3.wav
Adele,Send My Love (To Your New Lover),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Send My Love (To Your New Lover) - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Send My Love (To Your New Lover) - Adele.mp3.wav
Justin Bieber,What Do You Mean?,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Do You Mean? - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What Do You Mean? - Justin Bieber.mp3.wav
The Weeknd,The Hills,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Hills - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The Hills - The Weeknd.mp3.wav
P!nk,Just Like Fire,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just Like Fire - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Just Like Fire - P!nk.mp3.wav
Ariana Grande,Dangerous Woman,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Dangerous Woman - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Dangerous Woman - Ariana Grande.mp3.wav
Drake,Controlla,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Controlla - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Controlla - Drake.mp3.wav
Meghan Trainor,No,1,/home/yamen/Projects/Technocolabs/sample_data/popular/No - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/No - Meghan Trainor.mp3.wav
Ariana Grande,Into You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Into You - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Into You - Ariana Grande.mp3.wav
The Weeknd,In The Night,1,/home/yamen/Projects/Technocolabs/sample_data/popular/In The Night - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/In The Night - The Weeknd.mp3.wav
Meghan Trainor,Me Too,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Me Too - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Me Too - Meghan Trainor.mp3.wav
Post Malone,White Iverson,1,/home/yamen/Projects/Technocolabs/sample_data/popular/White Iverson - Post Malone.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/White Iverson - Post Malone.mp3.wav
The Weeknd,Can't Feel My Face,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Can't Feel My Face - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Can't Feel My Face - The Weeknd.mp3.wav
Coldplay,Hymn For The Weekend,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hymn For The Weekend - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Hymn For The Weekend - Coldplay.mp3.wav
Travis Scott,Antidote,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Antidote - Travis Scott.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Antidote - Travis Scott.mp3.wav
Taylor Swift,Wildest Dreams,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wildest Dreams - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Wildest Dreams - Taylor Swift.mp3.wav
Adele,When We Were Young,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When We Were Young - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/When We Were Young - Adele.mp3.wav
Chris Brown,Back To Sleep,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Back To Sleep - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Back To Sleep - Chris Brown.mp3.wav
Coldplay,Adventure Of A Lifetime,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Adventure Of A Lifetime - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Adventure Of A Lifetime - Coldplay.mp3.wav
Future,Wicked,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wicked - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Wicked - Future.mp3.wav
Ed Sheeran,Thinking Out Loud,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Thinking Out Loud - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Thinking Out Loud - Ed Sheeran.mp3.wav
Fetty Wap,Trap Queen,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Trap Queen - Fetty Wap.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Trap Queen - Fetty Wap.mp3.wav
Maroon 5,Sugar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sugar - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sugar - Maroon 5.mp3.wav
Taylor Swift,Blank Space,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blank Space - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Blank Space - Taylor Swift.mp3.wav
The Weeknd,Earned It (Fifty Shades Of Grey),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Earned It (Fifty Shades Of Grey) - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Earned It (Fifty Shades Of Grey) - The Weeknd.mp3.wav
Taylor Swift,Shake It Off,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Shake It Off - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Shake It Off - Taylor Swift.mp3.wav
Meghan Trainor,Lips Are Movin,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Lips Are Movin - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Lips Are Movin - Meghan Trainor.mp3.wav
Sam Smith,I'm Not The Only One,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I'm Not The Only One - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I'm Not The Only One - Sam Smith.mp3.wav
Meghan Trainor,All About That Bass,1,/home/yamen/Projects/Technocolabs/sample_data/popular/All About That Bass - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/All About That Bass - Meghan Trainor.mp3.wav
Taylor Swift,Style,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Style - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Style - Taylor Swift.mp3.wav
Ed Sheeran,Photograph,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Photograph - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Photograph - Ed Sheeran.mp3.wav
Maroon 5,Animals,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Animals - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Animals - Maroon 5.mp3.wav
Rihanna,B**** Better Have My Money,1,/home/yamen/Projects/Technocolabs/sample_data/popular/B**** Better Have My Money - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/B**** Better Have My Money - Rihanna.mp3.wav
Sam Smith,Stay With Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stay With Me - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Stay With Me - Sam Smith.mp3.wav
Beyonce,7/11,1,/home/yamen/Projects/Technocolabs/sample_data/popular/7/11 - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/7/11 - Beyonce.mp3.wav
One Direction,Drag Me Down,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Drag Me Down - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Drag Me Down - One Direction.mp3.wav
Ariana Grande,One Last Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/One Last Time - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/One Last Time - Ariana Grande.mp3.wav
Meghan Trainor,Dear Future Husband,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Dear Future Husband - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Dear Future Husband - Meghan Trainor.mp3.wav
Sam Smith,Lay Me Down,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Lay Me Down - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Lay Me Down - Sam Smith.mp3.wav
Ed Sheeran,Don't,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Don't - Ed Sheeran.mp3.wav
One Direction,Night Changes,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Night Changes - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Night Changes - One Direction.mp3.wav
Drake,Back To Back,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Back To Back - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Back To Back - Drake.mp3.wav
Pharrell Williams,Happy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Happy - Pharrell Williams.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Happy - Pharrell Williams.mp3.wav
Imagine Dragons,Demons,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Demons - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Demons - Imagine Dragons.mp3.wav
One Direction,Story Of My Life,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Story Of My Life - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Story Of My Life - One Direction.mp3.wav
Maroon 5,Maps,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Maps - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Maps - Maroon 5.mp3.wav
Nicki Minaj,Anaconda,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Anaconda - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Anaconda - Nicki Minaj.mp3.wav
Miley Cyrus,Wrecking Ball,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wrecking Ball - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Wrecking Ball - Miley Cyrus.mp3.wav
Justin Timberlake,Not A Bad Thing,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Not A Bad Thing - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Not A Bad Thing - Justin Timberlake.mp3.wav
Katy Perry,Roar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Roar - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Roar - Katy Perry.mp3.wav
Coldplay,A Sky Full Of Stars,1,/home/yamen/Projects/Technocolabs/sample_data/popular/A Sky Full Of Stars - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/A Sky Full Of Stars - Coldplay.mp3.wav
Ed Sheeran,Sing,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sing - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sing - Ed Sheeran.mp3.wav
